sample_id,p_new_multiplier,n_robots,gamma_r_scale,lambda_loss,alpha,congestion_tolerance
404,3.326171875,16,0.8671875,4.90625,0.51953125,0.068359375
405,3.326171875,16,0.8671875,3.78125,0.65234375,0.068359375
406,3.326171875,16,0.8671875,3.78125,0.51953125,0.04585937500000001
407,2.798828125,64,1.4765625,4.90625,0.65234375,0.04585937500000001
408,1.451171875,64,1.3671875,1.78125,0.76953125,0.023359375
409,0.923828125,64,1.3671875,1.78125,0.76953125,0.023359375
410,1.451171875,8,1.3671875,1.78125,0.76953125,0.023359375
411,1.451171875,64,0.9765625,1.78125,0.76953125,0.023359375
412,1.451171875,64,1.3671875,2.90625,0.76953125,0.023359375
413,1.451171875,64,1.3671875,1.78125,0.90234375,0.023359375
414,1.451171875,64,1.3671875,1.78125,0.76953125,0.090859375
415,0.923828125,8,0.9765625,2.90625,0.90234375,0.090859375
416,1.919921875,32,1.2421875,1.28125,0.83203125,0.034609375000000005
417,2.330078125,32,1.2421875,1.28125,0.83203125,0.034609375000000005
418,1.919921875,64,1.2421875,1.28125,0.83203125,0.034609375000000005
419,1.919921875,32,1.3515625,1.28125,0.83203125,0.034609375000000005
420,1.919921875,32,1.2421875,3.40625,0.83203125,0.034609375000000005
421,1.919921875,32,1.2421875,1.28125,0.71484375,0.034609375000000005
422,1.919921875,32,1.2421875,1.28125,0.83203125,0.07960937500000001
423,2.330078125,64,1.3515625,3.40625,0.71484375,0.07960937500000001
424,3.794921875,64,0.7421875,3.28125,0.58203125,0.07960937500000001
425,0.455078125,64,0.7421875,3.28125,0.58203125,0.07960937500000001
426,3.794921875,16,0.7421875,3.28125,0.58203125,0.07960937500000001
427,3.794921875,64,0.8515625,3.28125,0.58203125,0.07960937500000001
428,3.794921875,64,0.7421875,1.40625,0.58203125,0.07960937500000001
429,3.794921875,64,0.7421875,3.28125,0.96484375,0.07960937500000001
430,3.794921875,64,0.7421875,3.28125,0.58203125,0.034609375000000005
431,0.455078125,16,0.8515625,1.40625,0.96484375,0.034609375000000005
432,2.857421875,64,1.4921875,2.28125,0.70703125,0.05710937500000001
433,3.267578125,64,1.4921875,2.28125,0.70703125,0.05710937500000001
434,2.857421875,64,1.4921875,2.28125,0.70703125,0.05710937500000001
435,2.857421875,64,0.6015625,2.28125,0.70703125,0.05710937500000001
436,2.857421875,64,1.4921875,2.40625,0.70703125,0.05710937500000001
437,2.857421875,64,1.4921875,2.28125,0.83984375,0.05710937500000001
438,2.857421875,64,1.4921875,2.28125,0.70703125,0.012109375
439,3.267578125,64,0.6015625,2.40625,0.83984375,0.012109375
440,0.982421875,128,0.9921875,4.28125,0.95703125,0.012109375
441,1.392578125,128,0.9921875,4.28125,0.95703125,0.012109375
442,0.982421875,128,0.9921875,4.28125,0.95703125,0.012109375
443,0.982421875,128,1.1015625,4.28125,0.95703125,0.012109375
444,0.982421875,128,0.9921875,4.40625,0.95703125,0.012109375
445,0.982421875,128,0.9921875,4.28125,0.58984375,0.012109375
446,0.982421875,128,0.9921875,4.28125,0.95703125,0.05710937500000001
447,1.392578125,128,1.1015625,4.40625,0.58984375,0.05710937500000001
448,0.748046875,16,1.4296875,3.03125,0.67578125,0.028984375
449,2.564453125,16,1.4296875,3.03125,0.67578125,0.028984375
450,0.748046875,64,1.4296875,3.03125,0.67578125,0.028984375
451,0.748046875,16,1.2890625,3.03125,0.67578125,0.028984375
452,0.748046875,16,1.4296875,2.65625,0.67578125,0.028984375
453,0.748046875,16,1.4296875,3.03125,0.62109375,0.028984375
454,0.748046875,16,1.4296875,3.03125,0.67578125,0.073984375
455,2.564453125,64,1.2890625,2.65625,0.62109375,0.073984375
456,2.623046875,64,0.9296875,1.03125,0.92578125,0.073984375
457,0.689453125,64,0.9296875,1.03125,0.92578125,0.073984375
458,2.623046875,32,0.9296875,1.03125,0.92578125,0.073984375
459,2.623046875,64,0.7890625,1.03125,0.92578125,0.073984375
460,2.623046875,64,0.9296875,4.65625,0.92578125,0.073984375
461,2.623046875,64,0.9296875,1.03125,0.87109375,0.073984375
462,2.623046875,64,0.9296875,1.03125,0.92578125,0.028984375
463,0.689453125,32,0.7890625,4.65625,0.87109375,0.028984375
464,3.560546875,32,1.1796875,4.03125,0.80078125,0.09648437500000001
465,3.501953125,32,1.1796875,4.03125,0.80078125,0.09648437500000001
466,3.560546875,64,1.1796875,4.03125,0.80078125,0.09648437500000001
467,3.560546875,32,0.5390625,4.03125,0.80078125,0.09648437500000001
468,3.560546875,32,1.1796875,3.65625,0.80078125,0.09648437500000001
469,3.560546875,32,1.1796875,4.03125,0.99609375,0.09648437500000001
470,3.560546875,32,1.1796875,4.03125,0.80078125,0.051484375000000006
471,3.501953125,64,0.5390625,3.65625,0.99609375,0.051484375000000006
472,1.685546875,128,0.6796875,2.03125,0.55078125,0.051484375000000006
473,1.626953125,128,0.6796875,2.03125,0.55078125,0.051484375000000006
474,1.685546875,128,0.6796875,2.03125,0.55078125,0.051484375000000006
475,1.685546875,128,1.0390625,2.03125,0.55078125,0.051484375000000006
476,1.685546875,128,0.6796875,1.65625,0.55078125,0.051484375000000006
477,1.685546875,128,0.6796875,2.03125,0.74609375,0.051484375000000006
478,1.685546875,128,0.6796875,2.03125,0.55078125,0.09648437500000001
479,1.626953125,128,1.0390625,1.65625,0.74609375,0.09648437500000001
480,1.216796875,64,0.8046875,2.53125,0.61328125,0.017734375
481,3.970703125,64,0.8046875,2.53125,0.61328125,0.017734375
482,1.216796875,32,0.8046875,2.53125,0.61328125,0.017734375
483,1.216796875,64,0.6640625,2.53125,0.61328125,0.017734375
484,1.216796875,64,0.8046875,4.15625,0.61328125,0.017734375
485,1.216796875,64,0.8046875,2.53125,0.93359375,0.017734375
486,1.216796875,64,0.8046875,2.53125,0.61328125,0.085234375
487,3.970703125,32,0.6640625,4.15625,0.93359375,0.085234375
488,3.091796875,128,1.3046875,4.53125,0.86328125,0.06273437500000001
489,2.095703125,128,1.3046875,4.53125,0.86328125,0.06273437500000001
490,3.091796875,128,1.3046875,4.53125,0.86328125,0.06273437500000001
491,3.091796875,128,1.1640625,4.53125,0.86328125,0.06273437500000001
492,3.091796875,128,1.3046875,2.15625,0.86328125,0.06273437500000001
493,3.091796875,128,1.3046875,4.53125,0.68359375,0.06273437500000001
494,3.091796875,128,1.3046875,4.53125,0.86328125,0.040234375
495,2.095703125,128,1.1640625,2.15625,0.68359375,0.040234375
496,2.154296875,32,0.5546875,1.53125,0.98828125,0.085234375
497,3.033203125,32,0.5546875,1.53125,0.98828125,0.085234375
498,2.154296875,64,0.5546875,1.53125,0.98828125,0.085234375
499,2.154296875,32,1.4140625,1.53125,0.98828125,0.085234375
500,2.154296875,32,0.5546875,1.15625,0.98828125,0.085234375
501,2.154296875,32,0.5546875,1.53125,0.55859375,0.085234375
502,2.154296875,32,0.5546875,1.53125,0.98828125,0.017734375
503,3.033203125,64,1.4140625,1.15625,0.55859375,0.017734375
504,0.279296875,64,1.0546875,3.53125,0.73828125,0.040234375
505,1.158203125,64,1.0546875,3.53125,0.73828125,0.040234375
506,0.279296875,16,1.0546875,3.53125,0.73828125,0.040234375
507,0.279296875,64,0.9140625,3.53125,0.73828125,0.040234375
508,0.279296875,64,1.0546875,3.15625,0.73828125,0.040234375
509,0.279296875,64,1.0546875,3.53125,0.80859375,0.040234375
510,0.279296875,64,1.0546875,3.53125,0.73828125,0.06273437500000001
511,1.158203125,16,0.9140625,3.15625,0.80859375,0.06273437500000001
